class	class label	def	op	goleft	goright	rhea	rhea label	is_match	info	info label
http://purl.obolibrary.org/obo/GO_0043738	reduced coenzyme F420 dehydrogenase activity	Catalysis of the reaction: methanophenazine + reduced coenzyme F420 = dihydromethanophenazine + coenzyme F420.	=	http://purl.obolibrary.org/obo/CHEBI_29118/methanophenazine-1|http://purl.obolibrary.org/obo/CHEBI_57530/1,5-dihydrocoenzyme F420(4-)-1	http://purl.obolibrary.org/obo/CHEBI_50375/dihydromethanophenazine-1|http://x.org/noparse#coenzyme F420/coenzyme F420-1	http://rdf.rhea-db.org/54752	methanophenazine + reduced coenzyme F420-(gamma-Glu)(n) = dihydromethanophenazine + H(+) + oxidized coenzyme F420-(gamma-Glu)(n)	nomatch	http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_29118|http://purl.obolibrary.org/obo/CHEBI_50375	hydron|methanophenazine|dihydromethanophenazine
http://purl.obolibrary.org/obo/GO_0043826	sulfur oxygenase reductase activity	Catalysis of the reaction: 5 sulfur + oxygen + 4 H2O = sulfite + thiosulfate + 2 hydrogen sulfide + 9 H+.	=	http://purl.obolibrary.org/obo/CHEBI_26833/sulfur atom-5|http://purl.obolibrary.org/obo/CHEBI_25805/oxygen atom-1|http://purl.obolibrary.org/obo/CHEBI_15377/water-4	http://purl.obolibrary.org/obo/CHEBI_17359/sulfite-1|http://purl.obolibrary.org/obo/CHEBI_16094/thiosulfate(2-)-1|http://purl.obolibrary.org/obo/CHEBI_16136/hydrogen sulfide-2|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-9	http://rdf.rhea-db.org/13957	4 H2O + O2 + 4 sulfur = 6 H(+) + 2 hydrogen sulfide + 2 sulfite	nomatch	http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_15379|http://purl.obolibrary.org/obo/CHEBI_17359|http://purl.obolibrary.org/obo/CHEBI_26833|http://purl.obolibrary.org/obo/CHEBI_29919	water|hydron|dioxygen|sulfite|sulfur atom|hydrosulfide
http://purl.obolibrary.org/obo/GO_0043871	delta1-piperideine-6-carboxylate dehydrogenase activity	Catalysis of the reaction: delta1-piperideine-6-carboxylate + NAD+ + 2 H2O = 2-aminoadipate + NADH + H+. Delta1-piperideine-6-carboxylate is also known as 2,3,4,5-tetrahydropyridine-2-carboxylate.								
http://purl.obolibrary.org/obo/GO_0043880	crotonyl-CoA reductase activity	Catalysis of the reduction of crotonyl-CoA to butyryl-CoA.								
http://purl.obolibrary.org/obo/GO_0043883	malolactic enzyme activity	Catalysis of the reaction: malate + H+ = L-lactate + CO2.								
http://purl.obolibrary.org/obo/GO_0043914	NADPH:sulfur oxidoreductase activity	Catalysis of the reaction: NADPH + H+ + sulfur = hydrogen sulfide + NADP+.								
http://purl.obolibrary.org/obo/GO_0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	Catalysis of the reaction: tRNA-(2-methylthio-N-6-isopentenyl adenosine) = tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine) + O2. 2-methylthio-N-6-isopentenyl adenosine is also known as ms2i6A; 2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine is also known as ms2io6A and 2-methylthio-cis-ribozeatin.								
http://purl.obolibrary.org/obo/GO_0045550	geranylgeranyl reductase activity	Catalysis of the formation of phytyl group from the stepwise reduction of a geranylgeranyl group.								
http://purl.obolibrary.org/obo/GO_0046422	violaxanthin de-epoxidase activity	Catalysis of the reaction: violaxanthin + 2 ascorbate = zeaxanthin + 2 dehydroascorbate + 2 H2O; and antheraxanthin + ascorbate = zeaxanthin + dehydroascorbate + H2O.								
http://purl.obolibrary.org/obo/GO_0046992	oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond	Catalysis of an oxidation-reduction (redox) reaction in which X-H and Y-H form X-Y.								
http://purl.obolibrary.org/obo/GO_0047143	chlorate reductase activity	Catalysis of the reaction: AH(2) + chlorate = A + chlorite + H(2)O + H(+).	=	http://x.org/noparse#AH(2)/AH(2)-1|http://purl.obolibrary.org/obo/CHEBI_49709/chlorate-1	http://purl.obolibrary.org/obo/CHEBI_46217/L-alanine residue-1|http://purl.obolibrary.org/obo/CHEBI_17441/chlorite-1|http://x.org/noparse#H(2)O/H(2)O-1|http://purl.obolibrary.org/obo/CHEBI_15378/hydron-1	http://rdf.rhea-db.org/16349	AH2 + chlorate = A + chlorite + H2O	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_17441|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_49709	hydrogen acceptor|water|chlorite|hydrogen donor|chlorate
http://purl.obolibrary.org/obo/GO_0050629	tetrachloroethene reductive dehalogenase activity	Catalysis of the reaction: trichloroethene + chloride + acceptor = tetrachloroethene + reduced acceptor.	=	http://purl.obolibrary.org/obo/CHEBI_16602/trichloroethene-1|http://purl.obolibrary.org/obo/CHEBI_17996/chloride-1|http://purl.obolibrary.org/obo/CHEBI_15339/acceptor-1	http://purl.obolibrary.org/obo/CHEBI_17300/tetrachloroethene-1|http://x.org/noparse#reduced acceptor/reduced acceptor-1	http://rdf.rhea-db.org/20353	A + chloride + H(+) + trichloroethene = AH2 + tetrachloroethene	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15378|http://purl.obolibrary.org/obo/CHEBI_16602|http://purl.obolibrary.org/obo/CHEBI_17300|http://purl.obolibrary.org/obo/CHEBI_17499|http://purl.obolibrary.org/obo/CHEBI_17996	hydrogen acceptor|hydron|trichloroethene|tetrachloroethene|hydrogen donor|chloride
http://purl.obolibrary.org/obo/GO_0050697	1,1,2-trichloroethene reductive dehalogenase activity	Catalysis of the reaction: trichloroethene + 2 H+ + 2 e- = HCl + 1,2-dichloroethene.								
http://purl.obolibrary.org/obo/GO_0050781	ortho-trichlorophenol reductive dehalogenase activity	Catalysis of the reaction: 2,4,6-trichlorophenol + 2 H+ + 2 e- = 2,4-dichlorophenol + HCl.								
http://purl.obolibrary.org/obo/GO_0051213	dioxygenase activity	Catalysis of an oxidation-reduction (redox) reaction in which both atoms of oxygen from one molecule of O2 are incorporated into the (reduced) product(s) of the reaction. The two atoms of oxygen may be distributed between two different products.								
http://purl.obolibrary.org/obo/GO_0051744	3,8-divinyl protochlorophyllide a 8-vinyl reductase activity	Catalysis of the reaction: divinyl protochlorophyllide a + NADPH + H+ = monovinyl protochlorophyllide a + NADP+.								
http://purl.obolibrary.org/obo/GO_0052583	oxidoreductase activity, acting on halogen in donors	Catalysis of an oxidation-reduction in which a halogen in the donor substance acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor.								
http://purl.obolibrary.org/obo/GO_0052614	uracil oxygenase activity	Catalysis of the reaction: uracil + NADH + O2 + H+ = ureidoacrylate peracid + NAD+. Ureidoacrylate peracid is spontaneously reduced by NADH to form ureidoacrylate.								
http://purl.obolibrary.org/obo/GO_0052693	epoxyqueuosine reductase activity	Catalysis of the reaction: epoxyqueuosine in tRNA + reductant = queuosine in tRNA + oxidised reductant.	=	http://x.org/noparse#epoxyqueuosine in tRNA/epoxyqueuosine in tRNA-1|http://purl.obolibrary.org/obo/CHEBI_63247/reducing agent-1	http://x.org/noparse#queuosine in tRNA/queuosine in tRNA-1|http://x.org/noparse#oxidised reductant/oxidised reductant-1	http://rdf.rhea-db.org/32159	AH2 + epoxyqueuosine(34) in tRNA = A + H2O + queuosine(34) in tRNA	nomatch	http://purl.obolibrary.org/obo/CHEBI_13193|http://purl.obolibrary.org/obo/CHEBI_15377|http://purl.obolibrary.org/obo/CHEBI_17499	hydrogen acceptor|water|hydrogen donor
http://purl.obolibrary.org/obo/GO_0052755	reduced coenzyme F420:quinone oxidoreductase activity	Catalysis of the reaction: reduced coenzyme F420 + 2,3-dimethyl-1,4-naphthoquinone = coenzyme F420 + reduced 2,3-dimethyl-1,4-naphthoquinone. Reduced 2,3-dimethyl-1,4-naphthoquinone is also known as 2,3-dimethyl-1,4-hydronaphthoquinone.								
http://purl.obolibrary.org/obo/GO_0052765	reduced coenzyme F420 oxidase activity	Catalysis of the reaction: 2 reduced coenzyme F420 + O2 = 2 coenzyme F420 + 2 H2O.								
http://purl.obolibrary.org/obo/GO_0070576	vitamin D 24-hydroxylase activity	Catalysis of the hydroxylation of C-24 of any form of vitamin D.								
http://purl.obolibrary.org/obo/GO_0070643	vitamin D 25-hydroxylase activity	Catalysis of the hydroxylation of C-25 of any form of vitamin D.								
http://purl.obolibrary.org/obo/GO_0080132	fatty acid alpha-hydroxylase activity	Catalysis of the conversion of a fatty acid to an alpha-hydroxylated fatty acid. A hydroxyl group is added to the second carbon, counted from the carboxyl end, of a fatty acid chain.								
http://purl.obolibrary.org/obo/GO_0000031	mannosylphosphate transferase activity	Catalysis of the transfer of a mannosylphosphate group from one compound to another.								
http://purl.obolibrary.org/obo/GO_0008414	CDP-alcohol phosphotransferase activity	Catalysis of the transfer of a CDP-alcohol group from one compound to another.								
http://purl.obolibrary.org/obo/GO_0016741	transferase activity, transferring one-carbon groups	Catalysis of the transfer of a one-carbon group from one compound (donor) to another (acceptor).								
http://purl.obolibrary.org/obo/GO_0016744	transferase activity, transferring aldehyde or ketonic groups	Catalysis of the transfer of an aldehyde or ketonic group from one compound (donor) to another (acceptor).								
http://purl.obolibrary.org/obo/GO_0016746	transferase activity, transferring acyl groups	Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor).								
http://purl.obolibrary.org/obo/GO_0016757	transferase activity, transferring glycosyl groups	Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor).								
http://purl.obolibrary.org/obo/GO_0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	Catalysis of the transfer of an alkyl or aryl (but not methyl) group from one compound (donor) to another (acceptor).								
http://purl.obolibrary.org/obo/GO_0016769	transferase activity, transferring nitrogenous groups	Catalysis of the transfer of a nitrogenous group from one compound (donor) to another (acceptor).								
http://purl.obolibrary.org/obo/GO_0016772	transferase activity, transferring phosphorus-containing groups	Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor).								
http://purl.obolibrary.org/obo/GO_0016782	transferase activity, transferring sulfur-containing groups	Catalysis of the transfer of a sulfur-containing group from one compound (donor) to another (acceptor).								
http://purl.obolibrary.org/obo/GO_0016785	transferase activity, transferring selenium-containing groups	Catalysis of the transfer of a selenium-containing group from one compound (donor) to another (acceptor).								
http://purl.obolibrary.org/obo/GO_0019776	Atg8 ligase activity	Catalysis of the covalent attachment of the ubiquitin-like protein Atg8 to substrate molecules; phosphatidylethanolamine is a known substrate.								
http://purl.obolibrary.org/obo/GO_0019779	Atg8 activating enzyme activity	Catalysis of the activation of the small ubiquitin-related modifier APG8, through the formation of an ATP-dependent high-energy thiolester bond.								
http://purl.obolibrary.org/obo/GO_0019787	ubiquitin-like protein transferase activity	Catalysis of the transfer of a ubiquitin-like from one protein to another via the reaction X-ULP + Y --> Y-ULP + X, where both X-ULP and Y-ULP are covalent linkages. ULP represents a ubiquitin-like protein.								
http://purl.obolibrary.org/obo/GO_0042123	glucanosyltransferase activity	Catalysis of the splitting and linkage of glucan molecules, resulting in glucan chain elongation.								
http://purl.obolibrary.org/obo/GO_0043842	Kdo transferase activity	Catalysis of the reactions: (KDO)-lipid IVA + CMP-3-deoxy-D-manno-octulosonate = KDO2-lipid IVA + CMP, and lipid IVA + CMP-3-deoxy-D-manno-octulosonate = (KDO)-lipid IVA + CMP.								
http://purl.obolibrary.org/obo/GO_0051075	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity	Catalysis of the reaction: S-adenosylmethionine + 7-(aminomethyl)-7-deazaguanosine-tRNA = adenine + methionine + epoxyqueuosine-tRNA. 7-(aminomethyl)-7-deazaguanosine-tRNA is also known as preQ1-tRNA, and epoxyqueuosine-tRNA as oQ-tRNA.								
http://purl.obolibrary.org/obo/GO_0061599	molybdopterin molybdotransferase activity	Catalysis of the reaction adenylyl-molybdopterin + molybdate = molybdenum cofactor + AMP.								
http://purl.obolibrary.org/obo/GO_0061863	microtubule plus end polymerase	Catalysis of the transfer of tubulin dimers to the plus end of a microtubule. The reaction is reversable depending on the availability of dimers.								
http://purl.obolibrary.org/obo/GO_0003832	beta-alanyl-dopamine hydrolase activity	Catalysis of the reaction: N-beta-alanyl dopamine + H2O = dopamine + beta-alanine.								
http://purl.obolibrary.org/obo/GO_0008233	peptidase activity	Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid.								
http://purl.obolibrary.org/obo/GO_0016788	hydrolase activity, acting on ester bonds	Catalysis of the hydrolysis of any ester bond.								
http://purl.obolibrary.org/obo/GO_0016798	hydrolase activity, acting on glycosyl bonds	Catalysis of the hydrolysis of any glycosyl bond.								
http://purl.obolibrary.org/obo/GO_0016801	hydrolase activity, acting on ether bonds	Catalysis of the hydrolysis of any ether or thioether bond, -O- or -S- respectively.								
http://purl.obolibrary.org/obo/GO_0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	Catalysis of the hydrolysis of any carbon-nitrogen bond, C-N, with the exception of peptide bonds.								
http://purl.obolibrary.org/obo/GO_0016817	hydrolase activity, acting on acid anhydrides	Catalysis of the hydrolysis of any acid anhydride.								
http://purl.obolibrary.org/obo/GO_0016822	hydrolase activity, acting on acid carbon-carbon bonds	Catalysis of the hydrolysis of any acid carbon-carbon bond.								
http://purl.obolibrary.org/obo/GO_0016824	hydrolase activity, acting on acid halide bonds	Catalysis of the hydrolysis of any acid halide bond.								
http://purl.obolibrary.org/obo/GO_0016825	hydrolase activity, acting on acid phosphorus-nitrogen bonds	Catalysis of the hydrolysis of any acid phosphorus-nitrogen bond.								
http://purl.obolibrary.org/obo/GO_0016826	hydrolase activity, acting on acid sulfur-nitrogen bonds	Catalysis of the hydrolysis of any acid sulfur-nitrogen bond.								
http://purl.obolibrary.org/obo/GO_0016827	hydrolase activity, acting on acid carbon-phosphorus bonds	Catalysis of the hydrolysis of any acid carbon-phosphorus bond.								
http://purl.obolibrary.org/obo/GO_0016828	hydrolase activity, acting on acid sulfur-sulfur bonds	Catalysis of the hydrolysis of any acid sulfur-sulfur bond.								
http://purl.obolibrary.org/obo/GO_0017171	serine hydrolase activity	Catalysis of the hydrolysis of a substrate by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine).								
http://purl.obolibrary.org/obo/GO_0019213	deacetylase activity	Catalysis of the hydrolysis of an acetyl group or groups from a substrate molecule.								
http://purl.obolibrary.org/obo/GO_0019239	deaminase activity	Catalysis of the removal of an amino group from a substrate, producing ammonia (NH3).								
http://purl.obolibrary.org/obo/GO_0003923	GPI-anchor transamidase activity	Catalysis of the formation of the linkage between a protein and a glycosylphosphatidylinositol anchor. The reaction probably occurs by subjecting a peptide bond to nucleophilic attack by the amino group of ethanolamine-GPI, transferring the protein from a signal peptide to the GPI anchor.								
http://purl.obolibrary.org/obo/GO_0031964	beta-alanyl-histamine hydrolase activity	Catalysis of the reaction: N-beta-alanyl histamine + H2O = histamine + beta-alanine.								
http://purl.obolibrary.org/obo/GO_0046508	hydrolase activity, acting on carbon-sulfur bonds	Catalysis of the hydrolysis of any carbon-sulfur bond, C-S.								
http://purl.obolibrary.org/obo/GO_0051747	cytosine C-5 DNA demethylase activity	Catalysis of the reaction: methyl-dCpdG DNA + H2O = dCpdG DNA + methanol. This reaction is the hydrolytic removal of the methyl group on the 5 position of cytosine in DNA.								
