class	class label	rhea	metacyc	ec	umbbd_enzyme	umbbd_reaction	kegg	img	is_leaf
GO:0018529	nitrilotriacetate monooxygenase activity			EC:1.14.14.10		UM-BBD_reactionID:r0587			true
GO:0018591	methyl tertiary butyl ether 3-monooxygenase activity			EC:1.14					true
GO:0018592	4-nitrocatechol 4-monooxygenase activity			EC:1.14.13.166		UM-BBD_reactionID:r0231			true
GO:0018593	4-chlorophenoxyacetate monooxygenase activity			EC:1.14		UM-BBD_reactionID:r0281			true
GO:0018594	tert-butanol 2-monooxygenase activity			EC:1.14					true
GO:0018595	alpha-pinene monooxygenase activity	RHEA:32891		EC:1.14.13.155		UM-BBD_reactionID:r0716			true
GO:0018597	ammonia monooxygenase activity	RHEA:27341		EC:1.14.99.39	UM-BBD_enzymeID:e0061				true
GO:0018599	2-hydroxyisobutyrate 3-monooxygenase activity			EC:1.14		UM-BBD_reactionID:r0619			true
GO:0018679	dibenzothiophene-5,5-dioxide monooxygenase activity		MetaCyc:RXN-623	EC:1.14.14		UM-BBD_reactionID:r0235			true
GO:0018690	4-methoxybenzoate monooxygenase (O-demethylating) activity	RHEA:18613	MetaCyc:1.14.99.15-RXN	EC:1.14.99.15		UM-BBD_reactionID:r0154	KEGG:R01306		true
GO:0019135	deoxyhypusine monooxygenase activity		MetaCyc:DEOXYHYPUSINE-MONOOXYGENASE-RXN	EC:1.14.99.29					true
GO:0031172	ornithine N5-monooxygenase activity		MetaCyc:RXN-11128						true
GO:0045289	luciferin monooxygenase activity								false
GO:0046409	p-coumarate 3-hydroxylase activity								true
GO:0046424	ferulate 5-hydroxylase activity		MetaCyc:RXN-1121						true
GO:0047096	androst-4-ene-3,17-dione monooxygenase activity	RHEA:22696	MetaCyc:1.14.99.12-RXN	EC:1.14.99.12			KEGG:R01833		true
GO:0047097	phylloquinone monooxygenase (2,3-epoxidizing) activity	RHEA:16745	MetaCyc:1.14.99.20-RXN	EC:1.14.99.20			KEGG:R03510		true
GO:0047546	2-hydroxypyridine 5-monooxygenase activity	RHEA:16973	MetaCyc:2-HYDROXYPYRIDINE-5-MONOOXYGENASE-RXN	EC:1.14.99.26			KEGG:R03206		true
GO:0047563	3-hydroxybenzoate 2-monooxygenase activity	RHEA:14193	MetaCyc:3-HYDROXYBENZOATE-2-MONOOXYGENASE-RXN	EC:1.14.99.23			KEGG:R01508		true
GO:0047882	estradiol 6-beta-monooxygenase activity	RHEA:19137	MetaCyc:ESTRADIOL-6-BETA-MONOOXYGENASE-RXN	EC:1.14.99.11			KEGG:R03086		true
GO:0050056	linalool 8-monooxygenase activity	RHEA:20760	MetaCyc:LINALOOL-8-MONOOXYGENASE-RXN	EC:1.14.99.28			KEGG:R04366		true
GO:0050212	progesterone 11-alpha-monooxygenase activity	RHEA:18205	MetaCyc:PROGESTERONE-11-ALPHA-MONOOXYGENASE-RXN	EC:1.14.99.14			KEGG:R02214		true
GO:0050214	progesterone monooxygenase activity	RHEA:11984	MetaCyc:PROGESTERONE-MONOOXYGENASE-RXN	EC:1.14.99.4			KEGG:R02212		true
GO:0050292	steroid 9-alpha-monooxygenase activity	RHEA:19557	MetaCyc:STEROID-9-ALPHA-MONOOXYGENASE-RXN	EC:1.14.99.24			KEGG:R04392		true
GO:0050603	thiophene-2-carbonyl-CoA monooxygenase activity	RHEA:18929	MetaCyc:1.14.99.35-RXN	EC:1.14.99.35		UM-BBD_reactionID:r1235	KEGG:R05742		true
GO:0052608	echinenone 3-hydroxylase activity		MetaCyc:RXN-8214	EC:1.14.99					true
GO:0052609	4-ketotorulene 3-hydroxylase activity		MetaCyc:RXN-8218	EC:1.14.99					true
GO:0052610	beta-cryptoxanthin hydroxylase activity		MetaCyc:RXN-8026	EC:1.14.99					true
GO:0052611	beta-carotene 3-hydroxylase activity		MetaCyc:RXN-8025	EC:1.14.99					true
GO:0052612	adonirubin 3-hydroxylase activity		MetaCyc:RXN-8187	EC:1.14.99					true
GO:0052613	canthaxanthin 3-hydroxylase activity		MetaCyc:RXN-8186	EC:1.14.99					true
GO:0052694	jasmonoyl-isoleucine-12-hydroxylase activity		MetaCyc:RXN-12421						true
GO:0052722	fatty acid in-chain hydroxylase activity		MetaCyc:RXN-12186						true
GO:0071614	linoleic acid epoxygenase activity								true
GO:0072374	carotene epsilon hydroxylase activity			EC:1.14.99					false
GO:0080014	thalianol hydroxylase activity		MetaCyc:RXN-9631	EC:1.14.13					true
GO:0097259	20-aldehyde-leukotriene B4 20-monooxygenase activity								true
GO:0004129	cytochrome-c oxidase activity		MetaCyc:CYTOCHROME-C-OXIDASE-RXN	EC:1.9.3.1					true
GO:0004174	electron-transferring-flavoprotein dehydrogenase activity		MetaCyc:1.5.5.1-RXN	EC:1.5.5.1					true
GO:0008121	ubiquinol-cytochrome-c reductase activity		MetaCyc:1.10.2.2-RXN	EC:1.10.2.2					true
GO:0045153	electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity								true
GO:0045154	electron transporter, transferring electrons within cytochrome c oxidase complex activity								true
GO:0045155	electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity								true
GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity								true
GO:0045157	electron transporter, transferring electrons within the noncyclic electron transport pathway of photosynthesis activity								true
GO:0045158	electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity								true
GO:0046028	electron transporter, transferring electrons from cytochrome b6/f complex of photosystem II activity								true
GO:1903264	nitrate reductase activity involved in anaerobic electron transport chain								true
GO:0008827	cytochrome o ubiquinol oxidase activity			EC:1.10.3					true
GO:0009486	cytochrome bo3 ubiquinol oxidase activity		MetaCyc:RXN0-5268	EC:1.10.3					true
GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor								false
GO:0033765	steroid dehydrogenase activity, acting on the CH-CH group of donors			EC:1.1.1					false
GO:0004344	glucose dehydrogenase activity	RHEA:24540	MetaCyc:GLUCOSE-DEHYDROGENASE-ACCEPTOR-RXN	EC:1.1.99.10			KEGG:R00305		false
GO:0004457	lactate dehydrogenase activity								false
GO:0008812	choline dehydrogenase activity	RHEA:17433	MetaCyc:CHD-RXN	EC:1.1.99.1			KEGG:R01025		true
GO:0016615	malate dehydrogenase activity								false
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor			EC:1.1.1					false
GO:0016898	oxidoreductase activity, acting on the CH-OH group of donors, cytochrome as acceptor			EC:1.1.2					false
GO:0016899	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor			EC:1.1.3					false
GO:0016900	oxidoreductase activity, acting on the CH-OH group of donors, disulfide as acceptor			EC:1.1.4					false
GO:0016901	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor			EC:1.1.5					false
GO:0018446	pinocarveol dehydrogenase activity					UM-BBD_reactionID:r0717			true
GO:0018447	chloral hydrate dehydrogenase activity				UM-BBD_enzymeID:e0229				true
GO:0018448	hydroxymethylmethylsilanediol oxidase activity					UM-BBD_reactionID:r0638			true
GO:0018449	1-phenylethanol dehydrogenase activity					UM-BBD_reactionID:r0032			true
GO:0018450	myrtenol dehydrogenase activity					UM-BBD_reactionID:r0710			true
GO:0018466	limonene-1,2-diol dehydrogenase activity			EC:1.1.99		UM-BBD_reactionID:r0735			true
GO:0018468	alcohol dehydrogenase (acceptor) activity			EC:1.1.99.8	UM-BBD_enzymeID:e0004				true
GO:0019154	glycolate dehydrogenase activity	RHEA:21264	MetaCyc:GLYCOLATEDEHYDRO-RXN	EC:1.1.99.14			KEGG:R00476		true
GO:0031320	hexitol dehydrogenase activity								false
GO:0033718	pyranose dehydrogenase (acceptor) activity		MetaCyc:RXN-7961|MetaCyc:RXN-7962|MetaCyc:RXN-7963|MetaCyc:RXN-7965|MetaCyc:RXN-7966	EC:1.1.99.29					true
GO:0033719	2-oxo-acid reductase activity		MetaCyc:1.1.99.30-RXN	EC:1.1.99.30					true
GO:0033720	(S)-mandelate dehydrogenase activity	RHEA:15749	MetaCyc:MANDELATE-DEHYDROGENASE-RXN|MetaCyc:MANDELATE-OXY-RXN	EC:1.1.99.31		UM-BBD_reactionID:r1048			true
GO:0033757	glucoside 3-dehydrogenase activity	RHEA:16589	MetaCyc:GLUCOSIDE-3-DEHYDROGENASE-RXN	EC:1.1.99.13					true
GO:0034522	cis-1,2-dihydroxy-1,2-dihydro-8-carboxynaphthalene dehydrogenase activity					UM-BBD_reactionID:r0774			true
GO:0034582	3-hydroxy-4-methyloctanoyl-CoA dehydrogenase activity					UM-BBD_reactionID:r0926			true
GO:0034778	2-hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA dehydrogenase activity					UM-BBD_reactionID:r1003			true
GO:0034817	cis-9,10-dihydroanthracene-9,10-diol dehydrogenase activity					UM-BBD_reactionID:r1144			true
GO:0034821	citronellol dehydrogenase activity					UM-BBD_reactionID:r1155			true
GO:0034847	naphthyl-2-hydroxymethyl-succinyl-CoA dehydrogenase activity					UM-BBD_reactionID:r1260			true
GO:0034863	2,4,4-trimethyl-1-pentanol dehydrogenase activity					UM-BBD_reactionID:r1270			true
GO:0034868	2,4,4-trimethyl-3-hydroxypentanoyl-CoA dehydrogenase activity					UM-BBD_reactionID:r1273			true
GO:0034871	1-hydroxy-4,4-dimethylpentan-3-one dehydrogenase activity					UM-BBD_reactionID:r1308			true
GO:0034891	endosulfan diol dehydrogenase activity					UM-BBD_reactionID:r1388			true
GO:0034901	endosulfan hydroxyether dehydrogenase activity					UM-BBD_reactionID:r1411			true
GO:0034918	3-hydroxy-2-methylhexanoyl-CoA dehydrogenase activity					UM-BBD_reactionID:r0930			true
GO:0034944	3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA dehydrogenase activity					UM-BBD_reactionID:r0986			true
GO:0042469	versicolorin reductase activity								true
GO:0045703	ketoreductase activity			EC:1.1					true
GO:0047060	(R)-pantolactone dehydrogenase (flavin) activity	RHEA:21004	MetaCyc:1.1.99.27-RXN	EC:1.1.99.27			KEGG:R03156		true
GO:0047061	glucose-fructose oxidoreductase activity	RHEA:20637	MetaCyc:1.1.99.28-RXN	EC:1.1.99.28			KEGG:R00874		true
GO:0047545	2-hydroxyglutarate dehydrogenase activity	RHEA:21252	MetaCyc:2-HYDROXYGLUTARATE-DEHYDROGENASE-RXN	EC:1.1.99.2					false
GO:0047564	3-hydroxycyclohexanone dehydrogenase activity	RHEA:15905	MetaCyc:3-HYDROXYCYCLOHEXANONE-DEHYDROGENASE-RXN	EC:1.1.99.26			KEGG:R03212		true
GO:0047645	alkan-1-ol dehydrogenase (acceptor) activity	RHEA:14685	MetaCyc:ALKAN-1-OL-DEHYDROGENASE-ACCEPTOR-RXN	EC:1.1.99.20					true
GO:0047735	cellobiose dehydrogenase (acceptor) activity	RHEA:23484	MetaCyc:CELLOBIOSE-DEHYDROGENASE-ACCEPTOR-RXN	EC:1.1.99.18					true
GO:0047809	D-2-hydroxy-acid dehydrogenase activity	RHEA:15089	MetaCyc:D-2-HYDROXY-ACID-DEHYDROGENASE-RXN	EC:1.1.99.6			KEGG:R00297		true
GO:0047833	D-sorbitol dehydrogenase (acceptor) activity	RHEA:21320	MetaCyc:D-SORBITOL-DEHYDROGENASE-RXN	EC:1.1.99.21					true
GO:0047843	dehydrogluconate dehydrogenase activity	RHEA:12368	MetaCyc:DEHYDROGLUCONATE-DEHYDROGENASE-RXN	EC:1.1.99.4			KEGG:R07153		true
GO:0047904	fructose 5-dehydrogenase activity	RHEA:22304	MetaCyc:FRUCTOSE-5-DEHYDROGENASE-RXN	EC:1.1.99.11			KEGG:R00873		true
GO:0047955	glycerol dehydrogenase (acceptor) activity	RHEA:17493	MetaCyc:GLYCEROL-DEHYDROGENASE-ACCEPTOR-RXN	EC:1.1.99.22			KEGG:R01045		true
GO:0047988	hydroxyacid-oxoacid transhydrogenase activity		MetaCyc:HYDROXYACID-OXOACID-TRANSHYDROGENASE-RXN	EC:1.1.99.24					true
GO:0050042	lactate-malate transhydrogenase activity	RHEA:10984	MetaCyc:LACTATE-MALATE-TRANSHYDROGENASE-RXN	EC:1.1.99.7			KEGG:R01447		true
GO:0050238	pyridoxine 5-dehydrogenase activity	RHEA:14497	MetaCyc:PYRIDOXINE-5-DEHYDROGENASE-RXN	EC:1.1.99.9					true
GO:0050288	sorbose dehydrogenase activity	RHEA:14713	MetaCyc:SORBOSE-DEHYDROGENASE-RXN	EC:1.1.99.12			KEGG:R01696		true
GO:0050383	uracil dehydrogenase activity		MetaCyc:URACIL-DEHYDROGENASE-RXN	EC:1.17.99.4					true
GO:0051990	(R)-2-hydroxyglutarate dehydrogenase activity			EC:1.1.99.39					true
GO:0052749	glucose-6-phosphate dehydrogenase (coenzyme F420) activity	RHEA:27294	MetaCyc:RXN-11283	EC:1.1.98.2			KEGG:R09550		true
GO:0052753	propan-2-ol:coenzyme F420 oxidoreductase activity								true
GO:0097256	phenyllactate dehydrogenase activity								true
GO:0097257	leukotriene B4 12-hydroxy dehydrogenase activity								true
GO:0097258	20-hydroxy-leukotriene B4 omega oxidase activity								true
GO:0097620	(R)-mandelate dehydrogenase activity								true
GO:0099615	(D)-2-hydroxyglutarate-pyruvate transhydrogenase activity								true
GO:0000104	succinate dehydrogenase activity	RHEA:16357	MetaCyc:SUCC-FUM-OXRED-RXN	EC:1.3.99.1					false
GO:0003995	acyl-CoA dehydrogenase activity		MetaCyc:ACYLCOADEHYDROG-RXN|MetaCyc:LONG-CHAIN-FATTY-ACYL-COA-REDUCTASE-RXN	EC:1.3.99.3					false
GO:0009917	sterol 5-alpha reductase activity								true
GO:0009918	sterol delta7 reductase activity		MetaCyc:RXN-707						true
GO:0016166	phytoene dehydrogenase activity								true
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor			EC:1.3.1					false
GO:0016632	oxidoreductase activity, acting on the CH-CH group of donors, cytochrome as acceptor			EC:1.3.2					false
GO:0016634	oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor			EC:1.3.3					false
GO:0016635	oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor			EC:1.3.5					false
GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor			EC:1.3.7					false
GO:0017150	tRNA dihydrouridine synthase activity		MetaCyc:RXN0-1281						false
GO:0018129	peptidyl-oxazoline dehydrogenase activity								true
GO:0018136	peptidyl-thiazoline dehydrogenase activity								true
GO:0018494	carvone reductase activity		MetaCyc:RXN-9403|MetaCyc:RXN-9419	EC:1.3.99.25		UM-BBD_reactionID:r0732			true
GO:0018495	2-hydroxycyclohexane-1-carboxyl-CoA dehydrogenase activity					UM-BBD_reactionID:r0192			true
GO:0018496	2,6-dihydroxycyclohexane-1-carboxyl-CoA dehydrogenase activity					UM-BBD_reactionID:r0205			true
GO:0018497	1-chloro-2,2-bis(4-chlorophenyl)ethane dehydrogenase activity					UM-BBD_reactionID:r0514			true
GO:0018523	quinoline 2-oxidoreductase activity		MetaCyc:1.3.99.17-RXN	EC:1.3.99.17		UM-BBD_reactionID:r0045			true
GO:0033734	(R)-benzylsuccinyl-CoA dehydrogenase activity			EC:1.3.99.21		UM-BBD_reactionID:r0330			true
GO:0034564	4,4'-dihydroxy-alpha-methylstilbene dioxygenase activity					UM-BBD_reactionID:r0866			true
GO:0034580	4-methyloctanoyl-CoA dehydrogenase activity			EC:1.3.99		UM-BBD_reactionID:r0924			true
GO:0034787	1-hydro-1,1a-dihydroxy-9-fluorenone dehydrogenase activity					UM-BBD_reactionID:r1040			true
GO:0034826	1,2-dihydroxy-1,2,5,6,7,8-hexyhadronaphthalene dehydrogenase activity					UM-BBD_reactionID:r1170			true
GO:0034837	2-mercaptobenzothiazole-cis-6,7-dihydrodiol dehydrogenase activity					UM-BBD_reactionID:r1179			true
GO:0034845	naphthyl-2-methyl-succinyl-CoA dehydrogenase activity			EC:1.3.99		UM-BBD_reactionID:r1258			true
GO:0034866	2,4,4-trimethylpentanoyl-CoA dehydrogenase activity					UM-BBD_reactionID:r1276			true
GO:0034916	2-methylhexanoyl-CoA dehydrogenase activity			EC:1.3.99		UM-BBD_reactionID:r0928			true
GO:0034921	cis-4,5-dihydroxy-4,5-dihydropyrene dehydrogenase activity					UM-BBD_reactionID:r0935			true
GO:0034924	cis-3,4-phenanthrenedihydrodiol-4-carboxylate dehydrogenase activity			EC:1.3		UM-BBD_reactionID:r0940			true
GO:0043820	propionyl-CoA dehydrogenase activity			EC:1.3.99					true
GO:0043830	thiol-driven fumarate reductase activity			EC:1.3.99					true
GO:0047121	isoquinoline 1-oxidoreductase activity	RHEA:11588	MetaCyc:1.3.99.16-RXN	EC:1.3.99.16			KEGG:R05151		true
GO:0047122	quinaldate 4-oxidoreductase activity	RHEA:16697	MetaCyc:1.3.99.18-RXN	EC:1.3.99.18			KEGG:R03687		true
GO:0047123	quinoline-4-carboxylate 2-oxidoreductase activity	RHEA:14949	MetaCyc:1.3.99.19-RXN	EC:1.3.99.19			KEGG:R05183		true
GO:0047542	2-furoyl-CoA dehydrogenase activity	RHEA:21480	MetaCyc:2-FUROYL-COA-DEHYDROGENASE-RXN	EC:1.3.99.8			KEGG:R02987		true
GO:0047797	cyclohexanone dehydrogenase activity	RHEA:21780	MetaCyc:CYCLOHEXANONE-DEHYDROGENASE-RXN	EC:1.3.99.14			KEGG:R02234		true
GO:0051786	all-trans-retinol 13,14-reductase activity	RHEA:19193	MetaCyc:1.3.99.23-RXN	EC:1.3.99.23			KEGG:R07163		true
GO:0051989	coproporphyrinogen dehydrogenase activity	RHEA:15425	MetaCyc:HEMN-RXN	EC:1.3.99.22					true
GO:0052758	coenzyme F420-dependent 2,4,6-trinitrophenol reductase activity			EC:1.3.99		UM-BBD_reactionID:r1065			true
GO:0052759	coenzyme F420-dependent 2,4,6-trinitrophenol hydride reductase activity			EC:1.3.99		UM-BBD_reactionID:r1066			true
GO:0052760	coenzyme F420-dependent 2,4-dinitrophenol reductase activity			EC:1.3.99		UM-BBD_reactionID:r1071			true
GO:0052890	oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor			EC:1.3.8					false
GO:0070818	protoporphyrinogen oxidase activity								false
GO:0080004	thalian-diol desaturase activity		MetaCyc:RXN-9637	EC:1.14.21					true
GO:0102725	24-methyldesmosterol reductase activity		MetaCyc:RXN-708						true
GO:0000286	alanine dehydrogenase activity	RHEA:18405	MetaCyc:ALANINE-DEHYDROGENASE-RXN	EC:1.4.1.1					true
GO:0008718	D-amino-acid dehydrogenase activity	RHEA:18125	MetaCyc:DAADEHYDROG-RXN	EC:1.4.99.1					true
GO:0015930	glutamate synthase activity								false
GO:0016639	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor			EC:1.4.1					false
GO:0016640	oxidoreductase activity, acting on the CH-NH2 group of donors, cytochrome as acceptor			EC:1.4.2					false
GO:0016641	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor			EC:1.4.3					false
