class	class label	def	unmatched_term	rhea_chebi_id	rhea_chebi_id label	info	score	rhea	ec	metacyc
GO:0047183	anthocyanin 5-aromatic acyltransferase activity	Catalysis of the reaction: anthocyanidin-3,5-diglucoside + hydroxycinnamoyl-CoA = anthocyanidin 3-glucoside-5-hydroxycinnamoylglucoside + CoA.	anthocyanidin 3-glucoside-5-hydroxycinnamoylglucoside							
GO:0047183	anthocyanin 5-aromatic acyltransferase activity	Catalysis of the reaction: anthocyanidin-3,5-diglucoside + hydroxycinnamoyl-CoA = anthocyanidin 3-glucoside-5-hydroxycinnamoylglucoside + CoA.	anthocyanidin-3,5-diglucoside							
GO:0047183	anthocyanin 5-aromatic acyltransferase activity	Catalysis of the reaction: anthocyanidin-3,5-diglucoside + hydroxycinnamoyl-CoA = anthocyanidin 3-glucoside-5-hydroxycinnamoylglucoside + CoA.	hydroxycinnamoyl-CoA							
GO:0047183	anthocyanin 5-aromatic acyltransferase activity	Catalysis of the reaction: anthocyanidin-3,5-diglucoside + hydroxycinnamoyl-CoA = anthocyanidin 3-glucoside-5-hydroxycinnamoylglucoside + CoA.	anthocyanidin 3-glucoside-5-hydroxycinnamoylglucoside							
GO:0034869	2,4,4-trimethyl-3-oxopentanoyl-CoA thioesterase activity	Catalysis of the reaction: 2,4,4-trimethyl-3-oxopentanoyl-CoA + OH- = 2,4,4-trimethyl-3-oxopentanoate + CoASH.	2,4,4-trimethyl-3-oxopentanoyl-CoA							
GO:0034869	2,4,4-trimethyl-3-oxopentanoyl-CoA thioesterase activity	Catalysis of the reaction: 2,4,4-trimethyl-3-oxopentanoyl-CoA + OH- = 2,4,4-trimethyl-3-oxopentanoate + CoASH.	2,4,4-trimethyl-3-oxopentanoate							
GO:0047579	4-hydroxymandelate oxidase activity	Catalysis of the reaction: (S)-4-hydroxymandelate + H(+) + O(2) = 4-hydroxybenzaldehyde + CO(2) + H(2)O(2).	O(2)							
GO:0047579	4-hydroxymandelate oxidase activity	Catalysis of the reaction: (S)-4-hydroxymandelate + H(+) + O(2) = 4-hydroxybenzaldehyde + CO(2) + H(2)O(2).	CO(2)							
GO:0047579	4-hydroxymandelate oxidase activity	Catalysis of the reaction: (S)-4-hydroxymandelate + H(+) + O(2) = 4-hydroxybenzaldehyde + CO(2) + H(2)O(2).	H(2)O(2)							
GO:0009033	trimethylamine-N-oxide reductase activity	Catalysis of the reaction: NADH + H+ + trimethylamine-N-oxide = NAD+ + trimethylamine + H2O.	trimethylamine-N-oxide							
GO:0034806	benzo(a)pyrene 11,12-dioxygenase activity	Catalysis of the reaction: benzo(a)pyrene + O2 = benzo(a)pyrene-cis-11,12-dihydrodiol.	benzo(a)pyrene							
GO:0034806	benzo(a)pyrene 11,12-dioxygenase activity	Catalysis of the reaction: benzo(a)pyrene + O2 = benzo(a)pyrene-cis-11,12-dihydrodiol.	benzo(a)pyrene-cis-11,12-dihydrodiol							
GO:0016692	NADH peroxidase activity	Catalysis of the reaction: H(2)O(2) + H(+) + NADH = 2 H(2)O + NAD(+).	H(2)O(2)							
GO:0016692	NADH peroxidase activity	Catalysis of the reaction: H(2)O(2) + H(+) + NADH = 2 H(2)O + NAD(+).	H(2)O							
GO:0051736	ATP-dependent polyribonucleotide 5'-hydroxyl-kinase activity	Catalysis of the reaction: ATP + 5'-dephospho-RNA = ADP + 5'-phospho-RNA.	5'-dephospho-RNA							
GO:0051736	ATP-dependent polyribonucleotide 5'-hydroxyl-kinase activity	Catalysis of the reaction: ATP + 5'-dephospho-RNA = ADP + 5'-phospho-RNA.	5'-phospho-RNA							
GO:0047991	hydroxylamine oxidase activity	Catalysis of the reaction: hydroxylamine + O(2) = H(2)O + H(+) + nitrite.	O(2)							
GO:0047991	hydroxylamine oxidase activity	Catalysis of the reaction: hydroxylamine + O(2) = H(2)O + H(+) + nitrite.	H(2)O							
GO:0031957	very long-chain fatty acid-CoA ligase activity	Catalysis of the reaction: ATP + a very-long-chain fatty acid + CoA = AMP + diphosphate + an acyl-CoA; a very long-chain fatty acid is a fatty acid which has a chain length greater than C22.	very-long-chain fatty acid							
GO:0031957	very long-chain fatty acid-CoA ligase activity	Catalysis of the reaction: ATP + a very-long-chain fatty acid + CoA = AMP + diphosphate + an acyl-CoA; a very long-chain fatty acid is a fatty acid which has a chain length greater than C22.	very-long-chain fatty acid							
GO:0031957	very long-chain fatty acid-CoA ligase activity	Catalysis of the reaction: ATP + a very-long-chain fatty acid + CoA = AMP + diphosphate + an acyl-CoA; a very long-chain fatty acid is a fatty acid which has a chain length greater than C22.	very-long-chain fatty acid							
GO:0031957	very long-chain fatty acid-CoA ligase activity	Catalysis of the reaction: ATP + a very-long-chain fatty acid + CoA = AMP + diphosphate + an acyl-CoA; a very long-chain fatty acid is a fatty acid which has a chain length greater than C22.	very-long-chain fatty acid							
GO:0031957	very long-chain fatty acid-CoA ligase activity	Catalysis of the reaction: ATP + a very-long-chain fatty acid + CoA = AMP + diphosphate + an acyl-CoA; a very long-chain fatty acid is a fatty acid which has a chain length greater than C22.	very-long-chain fatty acid							
GO:0031957	very long-chain fatty acid-CoA ligase activity	Catalysis of the reaction: ATP + a very-long-chain fatty acid + CoA = AMP + diphosphate + an acyl-CoA; a very long-chain fatty acid is a fatty acid which has a chain length greater than C22.	very-long-chain fatty acid							
GO:0031957	very long-chain fatty acid-CoA ligase activity	Catalysis of the reaction: ATP + a very-long-chain fatty acid + CoA = AMP + diphosphate + an acyl-CoA; a very long-chain fatty acid is a fatty acid which has a chain length greater than C22.	very-long-chain fatty acid							
GO:0031957	very long-chain fatty acid-CoA ligase activity	Catalysis of the reaction: ATP + a very-long-chain fatty acid + CoA = AMP + diphosphate + an acyl-CoA; a very long-chain fatty acid is a fatty acid which has a chain length greater than C22.	very-long-chain fatty acid							
GO:0031957	very long-chain fatty acid-CoA ligase activity	Catalysis of the reaction: ATP + a very-long-chain fatty acid + CoA = AMP + diphosphate + an acyl-CoA; a very long-chain fatty acid is a fatty acid which has a chain length greater than C22.	very-long-chain fatty acid							
GO:0031957	very long-chain fatty acid-CoA ligase activity	Catalysis of the reaction: ATP + a very-long-chain fatty acid + CoA = AMP + diphosphate + an acyl-CoA; a very long-chain fatty acid is a fatty acid which has a chain length greater than C22.	very-long-chain fatty acid							
GO:0031957	very long-chain fatty acid-CoA ligase activity	Catalysis of the reaction: ATP + a very-long-chain fatty acid + CoA = AMP + diphosphate + an acyl-CoA; a very long-chain fatty acid is a fatty acid which has a chain length greater than C22.	very-long-chain fatty acid							
GO:0031957	very long-chain fatty acid-CoA ligase activity	Catalysis of the reaction: ATP + a very-long-chain fatty acid + CoA = AMP + diphosphate + an acyl-CoA; a very long-chain fatty acid is a fatty acid which has a chain length greater than C22.	very-long-chain fatty acid							
GO:0097620	(R)-mandelate dehydrogenase activity	Catalysis of the reaction: (R)-2-hydroxy-2-phenylacetate + acceptor = phenylglyoxylate + reduced acceptor.	(R)-2-hydroxy-2-phenylacetate							
GO:0097620	(R)-mandelate dehydrogenase activity	Catalysis of the reaction: (R)-2-hydroxy-2-phenylacetate + acceptor = phenylglyoxylate + reduced acceptor.	reduced acceptor							
GO:0019143	3-deoxy-manno-octulosonate-8-phosphatase activity	Catalysis of the reaction: 8-phospho-3-deoxy-D-manno-oct-2-ulosonate + H(2)O = 3-deoxy-D-manno-octulosonate + phosphate.	8-phospho-3-deoxy-D-manno-oct-2-ulosonate							
GO:0019143	3-deoxy-manno-octulosonate-8-phosphatase activity	Catalysis of the reaction: 8-phospho-3-deoxy-D-manno-oct-2-ulosonate + H(2)O = 3-deoxy-D-manno-octulosonate + phosphate.	H(2)O							
GO:0004109	coproporphyrinogen oxidase activity	Catalysis of the reaction: coproporphyrinogen III + 2 H(+) + O(2) = 2 CO(2) + 2 H(2)O + protoporphyrinogen IX.	O(2)							
GO:0004109	coproporphyrinogen oxidase activity	Catalysis of the reaction: coproporphyrinogen III + 2 H(+) + O(2) = 2 CO(2) + 2 H(2)O + protoporphyrinogen IX.	CO(2)							
GO:0004109	coproporphyrinogen oxidase activity	Catalysis of the reaction: coproporphyrinogen III + 2 H(+) + O(2) = 2 CO(2) + 2 H(2)O + protoporphyrinogen IX.	H(2)O							
GO:0052817	very long chain acyl-CoA hydrolase activity	Catalysis of the reaction: H2O + a very long chain acyl-CoA = a very long chain carboxylate + CoA. A very long chain has chain length greater than C18.	very long chain acyl-CoA							
GO:0052817	very long chain acyl-CoA hydrolase activity	Catalysis of the reaction: H2O + a very long chain acyl-CoA = a very long chain carboxylate + CoA. A very long chain has chain length greater than C18.	very long chain carboxylate							
GO:0052817	very long chain acyl-CoA hydrolase activity	Catalysis of the reaction: H2O + a very long chain acyl-CoA = a very long chain carboxylate + CoA. A very long chain has chain length greater than C18.	very long chain acyl-CoA							
GO:0052817	very long chain acyl-CoA hydrolase activity	Catalysis of the reaction: H2O + a very long chain acyl-CoA = a very long chain carboxylate + CoA. A very long chain has chain length greater than C18.	very long chain carboxylate							
GO:0018458	isopiperitenol dehydrogenase activity	Catalysis of the reaction: (1S,6R)-isopiperitenol + NAD(+) = (6R)-isoperitenone + H(+) + NADH.	(6R)-isoperitenone							
GO:0050111	mycocerosate synthase activity	Catalysis of the reaction: acyl-CoA + 7n H(+) + n methylmalonyl-CoA + 2n NADPH = n CO(2) + n CoA + n H(2)O + multi-methyl-branched acyl-CoA + 2n NADP(+).	7n H(+)							
GO:0050111	mycocerosate synthase activity	Catalysis of the reaction: acyl-CoA + 7n H(+) + n methylmalonyl-CoA + 2n NADPH = n CO(2) + n CoA + n H(2)O + multi-methyl-branched acyl-CoA + 2n NADP(+).	n methylmalonyl-CoA							
GO:0050111	mycocerosate synthase activity	Catalysis of the reaction: acyl-CoA + 7n H(+) + n methylmalonyl-CoA + 2n NADPH = n CO(2) + n CoA + n H(2)O + multi-methyl-branched acyl-CoA + 2n NADP(+).	2n NADPH							
GO:0050111	mycocerosate synthase activity	Catalysis of the reaction: acyl-CoA + 7n H(+) + n methylmalonyl-CoA + 2n NADPH = n CO(2) + n CoA + n H(2)O + multi-methyl-branched acyl-CoA + 2n NADP(+).	n CO(2)							
GO:0050111	mycocerosate synthase activity	Catalysis of the reaction: acyl-CoA + 7n H(+) + n methylmalonyl-CoA + 2n NADPH = n CO(2) + n CoA + n H(2)O + multi-methyl-branched acyl-CoA + 2n NADP(+).	n CoA							
GO:0050111	mycocerosate synthase activity	Catalysis of the reaction: acyl-CoA + 7n H(+) + n methylmalonyl-CoA + 2n NADPH = n CO(2) + n CoA + n H(2)O + multi-methyl-branched acyl-CoA + 2n NADP(+).	n H(2)O							
GO:0050111	mycocerosate synthase activity	Catalysis of the reaction: acyl-CoA + 7n H(+) + n methylmalonyl-CoA + 2n NADPH = n CO(2) + n CoA + n H(2)O + multi-methyl-branched acyl-CoA + 2n NADP(+).	2n NADP(+)							
GO:0018496	2,6-dihydroxycyclohexane-1-carboxyl-CoA dehydrogenase activity	Catalysis of the reaction: 2,6-dihydroxycyclohexane-1-carboxyl-CoA = 2 H+ + 2 e- + 6-oxo-2-hydroxycyclohexane-1-carboxyl-CoA.	2,6-dihydroxycyclohexane-1-carboxyl-CoA							
GO:0018496	2,6-dihydroxycyclohexane-1-carboxyl-CoA dehydrogenase activity	Catalysis of the reaction: 2,6-dihydroxycyclohexane-1-carboxyl-CoA = 2 H+ + 2 e- + 6-oxo-2-hydroxycyclohexane-1-carboxyl-CoA.	6-oxo-2-hydroxycyclohexane-1-carboxyl-CoA							
GO:0010341	gibberellin carboxyl-O-methyltransferase activity	Catalysis of the reaction: S-adenosyl-L-methionine + a gibberellin = S-adenosyl-L-homocysteine + a gibberellin methyl ester.	gibberellin methyl ester							
GO:0033776	phenylacetone monooxygenase activity	Catalysis of the reaction: H(+) + NADPH + O(2) + phenylacetone = benzyl acetate + H(2)O + NADP(+).	O(2)							
GO:0033776	phenylacetone monooxygenase activity	Catalysis of the reaction: H(+) + NADPH + O(2) + phenylacetone = benzyl acetate + H(2)O + NADP(+).	H(2)O							
GO:0047675	arabinonate dehydratase activity	Catalysis of the reaction: D-arabinonate = 2-dehydro-3-deoxy-D-arabinonate + H(2)O.	H(2)O							
GO:0070284	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase activity	Catalysis of the reaction: 5-aminoimidazole ribonucleotide + S-adenosylmethionine = 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate + 5'deoxyadenosine.	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate							
GO:0070284	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase activity	Catalysis of the reaction: 5-aminoimidazole ribonucleotide + S-adenosylmethionine = 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate + 5'deoxyadenosine.	5'deoxyadenosine							
GO:0018707	1-phenanthrol methyltransferase activity	Catalysis of the reaction: 1-phenanthrol + X-CH3 = X + 1-methoxyphenanthrene.	X-CH3							
GO:0018707	1-phenanthrol methyltransferase activity	Catalysis of the reaction: 1-phenanthrol + X-CH3 = X + 1-methoxyphenanthrene.	X							
GO:0010295	(+)-abscisic acid 8'-hydroxylase activity	Catalysis of the reaction: (+)-abscisate + H(+) + NADPH + O(2) = (+)-8'-hydroxyabscisate + H(2)O + NADP(+).	O(2)							
GO:0010295	(+)-abscisic acid 8'-hydroxylase activity	Catalysis of the reaction: (+)-abscisate + H(+) + NADPH + O(2) = (+)-8'-hydroxyabscisate + H(2)O + NADP(+).	H(2)O							
GO:0008123	cholesterol 7-alpha-monooxygenase activity	Catalysis of the reaction: cholesterol + NADPH + H+ + O2 = 7-alpha-hydroxycholesterol + NADP+ + H2O.	7-alpha-hydroxycholesterol							
GO:0004152	dihydroorotate dehydrogenase activity	Catalysis of the reaction: (S)-dihydroorotate + A = AH(2) + orotate.	AH(2)							
GO:0004152	dihydroorotate dehydrogenase activity	Catalysis of the reaction: (S)-dihydroorotate + A = AH(2) + orotate.	AH(2)							
GO:0004152	dihydroorotate dehydrogenase activity	Catalysis of the reaction: (S)-dihydroorotate + A = AH(2) + orotate.	AH(2)							
GO:0004152	dihydroorotate dehydrogenase activity	Catalysis of the reaction: (S)-dihydroorotate + A = AH(2) + orotate.	AH(2)							
GO:0004152	dihydroorotate dehydrogenase activity	Catalysis of the reaction: (S)-dihydroorotate + A = AH(2) + orotate.	AH(2)							
GO:0004152	dihydroorotate dehydrogenase activity	Catalysis of the reaction: (S)-dihydroorotate + A = AH(2) + orotate.	AH(2)							
GO:0004152	dihydroorotate dehydrogenase activity	Catalysis of the reaction: (S)-dihydroorotate + A = AH(2) + orotate.	AH(2)							
GO:0047450	crotonoyl-[acyl-carrier-protein] hydratase activity	Catalysis of the reaction: (3R)-3-hydroxybutanoyl-[acyl-carrier protein] = H2O + but-2-enoyl-[acyl-carrier protein].	(3R)-3-hydroxybutanoyl-[acyl-carrier protein]							
GO:0047450	crotonoyl-[acyl-carrier-protein] hydratase activity	Catalysis of the reaction: (3R)-3-hydroxybutanoyl-[acyl-carrier protein] = H2O + but-2-enoyl-[acyl-carrier protein].	but-2-enoyl-[acyl-carrier protein]							
GO:0043802	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) activity	Catalysis of the reaction: 2 L-glutamine + 2 ATP + 2 H(2)O + hydrogenobyrinate = 2 L-glutamate + 2 ADP + 4 H(+) + hydrogenobyrinate a,c-diamide + 2 phosphate.	H(2)O							
GO:0043802	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) activity	Catalysis of the reaction: 2 L-glutamine + 2 ATP + 2 H(2)O + hydrogenobyrinate = 2 L-glutamate + 2 ADP + 4 H(+) + hydrogenobyrinate a,c-diamide + 2 phosphate.	H(2)O							
GO:0047173	phosphatidylcholine-retinol O-acyltransferase activity	Catalysis of the reaction: retinol-[cellular-retinol-binding-protein] + phosphatidylcholine = retinyl-ester-[cellular-retinol-binding-protein] + 2-acylglycerophosphocholine.	retinol-[cellular-retinol-binding-protein]							
GO:0047173	phosphatidylcholine-retinol O-acyltransferase activity	Catalysis of the reaction: retinol-[cellular-retinol-binding-protein] + phosphatidylcholine = retinyl-ester-[cellular-retinol-binding-protein] + 2-acylglycerophosphocholine.	retinyl-ester-[cellular-retinol-binding-protein]							
GO:0052617	ent-kaur-16-en-19-al oxidase activity	Catalysis of the reaction: NADPH + ent-kaur-16-en-19-al + oxygen = H2O + NADP+ + ent-kaurenoate.	ent-kaurenoate							
GO:0034211	GTP-dependent protein kinase activity	Catalysis of the reaction: ATP + a protein serine/threonine = ADP + protein serine/threonine phosphate, dependent on the presence of GTP.	protein serine/threonine							
GO:0034211	GTP-dependent protein kinase activity	Catalysis of the reaction: ATP + a protein serine/threonine = ADP + protein serine/threonine phosphate, dependent on the presence of GTP.	protein serine/threonine phosphate, dependent on the presence of GTP							
GO:0004689	phosphorylase kinase activity	Catalysis of the reaction: 4 ATP + 2 phosphorylase b = 4 ADP + phosphorylase a.	phosphorylase b							
GO:0004689	phosphorylase kinase activity	Catalysis of the reaction: 4 ATP + 2 phosphorylase b = 4 ADP + phosphorylase a.	phosphorylase a							
GO:0034848	naphthyl-2-oxomethyl-succinyl-CoA succinyl transferase activity	Catalysis of the reaction: naphthyl-2-oxomethyl-succinyl-CoA + CoASH = 2-naphthoyl-CoA + succinyl-CoA.	naphthyl-2-oxomethyl-succinyl-CoA							
GO:0072590	N-acetyl-L-aspartate-L-glutamate ligase activity	Catalysis of the reaction: ATP + N-acetyl-L-aspartate + L-glutamate = ADP + phosphate + N-acetylaspartyl-glutamate.	N-acetylaspartyl-glutamate							
GO:0072590	N-acetyl-L-aspartate-L-glutamate ligase activity	Catalysis of the reaction: ATP + N-acetyl-L-aspartate + L-glutamate = ADP + phosphate + N-acetylaspartyl-glutamate.	N-acetylaspartyl-glutamate							
GO:0031545	peptidyl-proline 4-dioxygenase activity	Catalysis of the reaction: peptidyl L-proline + 2-oxoglutarate + O2 = peptidyl trans-4-hydroxy-L-proline + succinate + CO2.	peptidyl L-proline							
GO:0031545	peptidyl-proline 4-dioxygenase activity	Catalysis of the reaction: peptidyl L-proline + 2-oxoglutarate + O2 = peptidyl trans-4-hydroxy-L-proline + succinate + CO2.	peptidyl trans-4-hydroxy-L-proline							
GO:0042800	histone methyltransferase activity (H3-K4 specific)	Catalysis of the reaction: S-adenosyl-L-methionine + histone H3 L-lysine (position 4) = S-adenosyl-L-homocysteine + histone H3 N6-methyl-L-lysine (position 4). This reaction is the addition of a methyl group onto lysine at position 4 of the histone H3 protein.	histone H3 L-lysine (position 4)							
GO:0042800	histone methyltransferase activity (H3-K4 specific)	Catalysis of the reaction: S-adenosyl-L-methionine + histone H3 L-lysine (position 4) = S-adenosyl-L-homocysteine + histone H3 N6-methyl-L-lysine (position 4). This reaction is the addition of a methyl group onto lysine at position 4 of the histone H3 protein.	histone H3 N6-methyl-L-lysine (position 4)							
GO:0018524	acetophenone carboxylase activity	Catalysis of the reaction: acetophenone + CO2 = H+ + benzoyl acetate.	benzoyl acetate							
